Time\ information,r2_1_100,Time\ infoAddUp,r2_1_100,Time\ entropy,r2_1_100
1220,2.1023494797117186,1220,3781.9356791656596,1220,2.7535736555523527
1230,2.1629277594740937,1230,3807.0922734754995,1230,2.7458618561614387
1240,2.5750702030197647,1240,3830.284226429527,1240,2.7375308187802583
1250,2.551872091342553,1250,3856.8639265247934,1250,2.730472476852889
1260,2.699759933796953,1260,3880.9348639225886,1260,2.723348086893444
1270,2.498826775976882,1270,3907.727771198091,1270,2.713929895833301
1280,2.7397483767909954,1280,3931.760339549275,1280,2.7058037401564103
1290,2.7597691616393822,1290,3955.868185782863,1290,2.697305270594655
1300,2.0143321875530016,1300,3978.9982875332466,1300,2.690437705607261
1310,2.4077000022878203,1310,3998.205997771821,1310,2.684087730057739
1320,2.8126877390511567,1320,4024.2645800954174,1320,2.6756358848598145
1330,2.358334055835916,1330,4052.338414262984,1330,2.6670896106430853
1340,3.824063164699904,1340,4081.8921848055193,1340,2.6587465153981866
1350,2.3071947070959076,1350,4106.36257679057,1350,2.6487955374852543
1360,2.900544483183057,1360,4129.428476797452,1360,2.641782871878919
1370,1.9558233229517372,1370,4152.108602751375,1370,2.633158360638194
1380,0.0,1380,4175.135664363464,1380,2.625688108605718
1390,1.943365154843422,1390,4198.079065064661,1390,2.6178286935933253
1400,2.2533076302118036,1400,4218.328114671714,1400,2.6118014322853513
1410,2.1922220616750314,1410,4237.829768396457,1410,2.604763110813708
1420,1.92871844564853,1420,4263.381427856359,1420,2.597335570684524
1430,2.2768642216622177,1430,4283.022813158051,1430,2.5904909559615774
1440,2.141615812111007,1440,4302.270690923691,1440,2.583915457395294
1450,2.120578130907181,1450,4328.524315553183,1450,2.5749489947962667
1460,2.1051171056970213,1460,4349.993452221099,1460,2.56823964081785
1470,1.909384295731472,1470,4364.062656431743,1470,2.5635083292570404
1480,2.3220642677124763,1480,4389.150320564146,1480,2.5543014558758355
1490,2.334722792555733,1490,4415.6408613970225,1490,2.544984280739439
1500,3.2081732055761867,1500,4437.215091044235,1500,2.5373092280403653
1510,2.3555452346977948,1510,4455.173012404087,1510,2.530265758237306
1520,1.8928236676038601,1520,4482.201580149936,1520,2.5195800233663666
1530,6.016488094444145,1530,4506.286321249779,1530,2.511650007392346
1540,2.398596404229276,1540,4529.539915839659,1540,2.5018067630042524
1550,1.9565983596241114,1550,4545.147806550557,1550,2.4977608903046
1560,1.9438085572983148,1560,4563.873515080537,1560,2.491095112661186
1570,2.42487678501404,1570,4582.662301291499,1570,2.4854968294705015
1580,3.416718266401184,1580,4609.84707862209,1580,2.47455938508266
1590,1.8847847228855859,1590,4633.698464212971,1590,2.4642381976857455
1600,1.8847671763858296,1600,4659.20234117799,1600,2.4545599711318693
1610,0.0,1610,4679.555830338064,1610,2.4459442774077083
1620,2.504799692956185,1620,4699.062251748807,1620,2.439619080493057
1630,3.5584355579428615,1630,4715.4384195141965,1630,2.4344425558372857
1640,2.5324426520825174,1640,4737.929917970762,1640,2.4247966017136844
1650,1.8146402221484332,1650,4757.839471183916,1650,2.4166682580648167
1660,1.8900465038690706,1660,4779.555831851642,1660,2.408456420747872
1670,1.8924192980982733,1670,4803.937896976282,1670,2.398071814231231
1680,2.6013486732376605,1680,4825.347847344768,1680,2.3896663105869846
1690,1.7619526258011406,1690,4845.6782844613135,1690,2.381598903553405
1700,1.9000139282540318,1700,4870.025171145099,1700,2.3725873445458583
1710,0.0,1710,4886.2453844218635,1710,2.3652179072302837
1720,1.7289581297071512,1720,4906.132216187293,1720,2.3577807433587683
1730,1.9079183516098563,1730,4922.204307457389,1730,2.352047101433557
1740,0.0,1740,4933.855203288006,1740,2.346718325829903
1750,0.0,1750,4951.312700892716,1750,2.3395585276425543
1760,0.0,1760,4964.979316247483,1760,2.3341470616467137
1770,2.7286229434976996,1770,4980.023485755611,1770,2.3300647644173975
1780,3.9841457082342724,1780,4998.375334636727,1780,2.322756572594926
1790,5.580352797508435,1790,5015.353518644931,1790,2.3167702006223005
1800,0.0,1800,5033.697762548685,1800,2.307474142227325
1810,1.9365101122907853,1810,5060.8975564426755,1810,2.2971254533697825
1820,2.8233698754282837,1820,5083.645146616075,1820,2.289038675490239
1830,1.6363115332686766,1830,5104.786434569817,1830,2.280388935759235
1840,0.0,1840,5123.76974116956,1840,2.271647775523979
1850,1.9596127210181715,1850,5148.438976261514,1850,2.2628134619094022
1860,1.6123093979192138,1860,5161.446524615696,1860,2.2568712912751465
1870,1.9689307245213057,1870,5177.38559245268,1870,2.2503857035614976
1880,1.6017069109964095,1880,5187.089916175908,1880,2.2458659385821194
1890,1.5913635417873198,1890,5210.361144089616,1890,2.2347135582917437
1900,1.9899594081844367,1900,5233.9703989759655,1900,2.224444489278088
1910,1.997135569538965,1910,5251.66630161296,1910,2.2161378277282124
1920,2.005073373517156,1920,5270.277438384167,1920,2.207221241718219
1930,1.5615283977679066,1930,5286.18104960574,1930,2.1998067398705463
1940,0.0,1940,5299.401260662125,1940,2.1933992813376806
1950,0.0,1950,5315.343755248136,1950,2.1864027314278474
1960,6.377349284566344,1960,5328.872363400174,1960,2.1831539898168897
1970,4.622134375967104,1970,5350.435185865399,1970,2.1722342941072275
1980,1.535128971039328,1980,5364.256400382478,1980,2.1645063527166335
1990,2.057469817248471,1990,5386.52907479869,1990,2.1539053310669583
